,submitdate_0,startlanguage_0,seed_0,startdate_0,socio1_0,rse1_0,edu2_0,rse3_0,soft2can_0,soft1can_0,open1de_0,rse4de_0,ukrse1_0,org1can_0,org1cz_0,org1swiss_0,org2can[SQ001]_0,org2can[SQ002]_0,org2can[SQ003]_0,org2can[SQ004]_0,org2can[SQ005]_0,org2can[other]_0,ukrse12sa_0,org3us_0,org4us_0,org5us_0,org3nord[1]_0,org3nord[2]_0,org3nord[3]_0,org3nord[4]_0,org3nord[5]_0,org3nord[6]_0,org3nord[7]_0,org3nord[other]_0,org4nord[1]_0,org4nord[2]_0,org4nord[3]_0,org4nord[4]_0,org4nord[5]_0,org4nord[6]_0,org4nord[7]_0,org4nord[8]_0,org4nord[9]_0,org4nord[10]_0,org4nord[other]_0,currentEmp1_0,currentEmp1[other]_0,currentEmp1qde_0,currentEmp1qde[other]_0,currentEmp1qswiss_0,currentEmp1qswiss[other]_0,currentEmp1nl_0,currentEmp1nl[other]_0,currentEmp11qcl_0,currentEmp11qcl[other]_0,currentEmp1qzaf_0,currentEmp11qzaf_0,currentEmp20deqde_0,currentEmp20deqde[other]_0,currentEmp20qus_0,currentEmp20qus[other]_0,currentEmp21deqde_0,currentEmp22deqde_0,currentEmp22deqde[other]_0,currentEmp23deqde_0,currentEmp23deqde[other]_0,currentEmp24deqde_0,currentEmp24deqde[other]_0,prevEmp1_0,prevEmp1[other]_0,prevEmp1qde_0,prevEmp1qde[other]_0,prevEmp1nl_0,prevEmp1nl[other]_0,prevEmp1qswiss_0,prevEmp1qswiss[other]_0,currentEmp5_0,currentEmp6_0,currentEmp60_0,currentEmp12_0,currentEmp10_0,currentEmp10[other]_0,currentEmp11_0,currentEmp13[1]_0,currentEmp13[2]_0,currentEmp13[3]_0,currentEmp13[4]_0,currentEmp13[5]_0,currentEmp13[6]_0,currentEmp13[7]_0,currentEmp13[8]_0,currentEmp13[9]_0,currentEmp13[10]_0,currentEmp13[11]_0,currentEmp13[12]_0,currentEmp13[13]_0,currentEmp13[14]_0,currentEmp13[15]_0,currentEmp13[16]_0,currentEmp13[17]_0,currentEmp13[other]_0,likert0[1]_0,likert0[2]_0,likert0[3]_0,likert0[4]_0,likert0[5]_0,likert1[1]_0,likert1[2]_0,likert1[3]_0,likert1[4]_0,likert1[5]_0,likert3a[SQ001]_0,likert3b[SQ001]_0,likert4a[1]_0,likert4b[1]_0,likert4b[2]_0,likert4c[1]_0,likert4c[2]_0,likert4c[3]_0,likert5b[1]_0,likert5b[2]_0,likert5b[3]_0,likert5a[1]_0,likert5a[2]_0,likert5a[3]_0,turnOver3[SQ001]_0,turnOver3zaf[1]_0,turnOver3zaf[2]_0,turnOver3zaf[3]_0,turnOver3zaf[4]_0,turnOver3zaf[5]_0,turnOver3zaf[6]_0,turnOver3zaf[7]_0,turnOver3zaf[8]_0,turnOver3zaf[9]_0,org3de_0,org4de[1]_0,org4de[2]_0,org4de[3]_0,org4de[4]_0,org4de[5]_0,org4de[6]_0,org4de[7]_0,org4de[8]_0,org4de[9]_0,org4de[10]_0,org4de[other]_0,org5de_0,org5de[other]_0,org6de[1]_0,org6de[2]_0,org6de[3]_0,org6de[4]_0,org6de[5]_0,org6de[6]_0,org6de[7]_0,org6de[other]_0,org7de_0,turnOver4zaf[1]_0,turnOver4zaf[2]_0,turnOver4zaf[3]_0,turnOver4zaf[4]_0,turnOver4zaf[other]_0,currentWork2_0,currentWork1_0,currentWork2qcl[1]_0,currentWork2qcl[2]_0,currentWork2qcl[3]_0,currentWork2qcl[4]_0,currentWork2qcl[other]_0,paper3mod_0,conf1can_0,conf2can_0,ref1uk_0,currentWork3nord_0,proj1can_0,stability1_0,stability2_0,proj8can_0,proj7can_0,proj4can[SQ001]_0,proj4can[SQ002]_0,proj4can[SQ003]_0,proj4can[SQ004]_0,proj4can[SQ006]_0,proj4can[SQ005]_0,proj4can[other]_0,proj5zaf[SQ001]_0,proj5zaf[SQ003]_0,proj5zaf[SQ004]_0,proj5zaf[SQ002]_0,proj5zaf[SQ005]_0,proj5zaf[other]_0,proj6zaf[1]_0,proj6zaf[2]_0,proj6zaf[3]_0,proj6zaf[4]_0,proj6zaf[5]_0,proj6zaf[6]_0,proj6zaf[7]_0,proj6zaf[8]_0,proj6zaf[9]_0,proj6zaf[10]_0,proj6zaf[11]_0,proj6zaf[other]_0,proj5can_0,proj5can[other]_0,train2_0,train4qzaf_0,train3_0,train4_0,train5[1]_0,train5[2]_0,train5[3]_0,train5[4]_0,train5[5]_0,train5[6]_0,train5[other]_0,fund3[1]_0,fund3[2]_0,fund3[3]_0,fund3[4]_0,fund3[5]_0,fund3[6]_0,fund3[7]_0,fund3[other]_0,fund1can_0,fund1can[other]_0,fund3qnl_0,fund1uk_0,fund1nord_0,tool5[SQ003]_0,tool5[SQ004]_0,tool5[SQ005]_0,tool5[SQ006]_0,tool5[SQ007]_0,tool5[SQ009]_0,tool5[other]_0,tool5can[1]_0,tool5can[2]_0,tool5can[3]_0,tool5can[4]_0,tool5can[5]_0,tool5can[6]_0,tool5can[7]_0,tool5can[8]_0,tool5can[9]_0,tool5can[other]_0,tool2_0,tool2[other]_0,tool4can[SQ001]_0,tool4can[SQ002]_0,tool4can[SQ003]_0,tool4can[SQ004]_0,tool4can[SQ005]_0,tool4can[SQ006]_0,tool4can[SQ007]_0,tool4can[SQ008]_0,tool4can[SQ009]_0,tool4can[SQ010]_0,tool4can[SQ011]_0,tool4can[SQ012]_0,tool4can[SQ013]_0,tool4can[SQ014]_0,tool4can[SQ015]_0,tool4can[SQ016]_0,tool4can[SQ017]_0,tool4can[SQ018]_0,tool4can[SQ019]_0,tool4can[SQ020]_0,tool4can[SQ021]_0,tool4can[SQ022]_0,tool4can[SQ023]_0,tool4can[SQ024]_0,tool4can[SQ025]_0,tool4can[SQ026]_0,tool4can[SQ027]_0,tool4can[SQ028]_0,tool4can[SQ029]_0,tool4can[SQ030]_0,tool4can[SQ031]_0,tool4can[SQ032]_0,tool4can[SQ033]_0,tool4can[SQ034]_0,tool4can[SQ035]_0,tool4can[SQ036]_0,tool4can[other]_0,ukrse3[1]_0,ukrse3[2]_0,ukrse3[3]_0,ukrse3[4]_0,ukrse3[5]_0,ukrse3[6]_0,ukrse3[other]_0,skillNord_0,skill2[SQ001]_0,skill2[SQ002]_0,skill2[SQ003]_0,genAI1_0,genAI2[1]_0,genAI2[2]_0,genAI2[3]_0,genAI2[4]_0,genAI2[5]_0,genAI2[6]_0,genAI2[other]_0,genAI3[1]_0,genAI3[2]_0,genAI3[3]_0,genAI3[4]_0,genAI3[5]_0,genAI3[6]_0,genAI3[7]_0,genAI3[other]_0,genAI4[SQ001]_0,genAI5[1]_0,genAI5[2]_0,genAI5[3]_0,genAI6_0,socio3_0,row_id,Year_0,likert2a[1]_0,likert2a[2]_0,open1can[SQ001]_0,likert2b[SQ001]_0,paper2mod[1]_0,paper2mod[2]_0,paper2mod[3]_0,paper2mod[4]_0,paper2mod[5]_0,currentEmp2q_0,edu1_0
911,,en,1306545970,2026-03-10 10:48:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026_911,2026,,,,,,,,,,,
912,,en,732527635,2026-03-10 10:54:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026_912,2026,,,,,,,,,,,
913,,en,820409659,2026-03-10 12:06:20,United Kingdom,True,Biological sciences,0 - Mostly me,False,1,True,False,False,True,,,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,PhD Student,False,,Full Time,Fixed-term,,4.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,60%,40%,0% (None at all),0% (None at all),0% (None at all),40%,60%,0% (None at all),0% (None at all),0% (None at all),Agree,Agree,Neither agree or disagree,,,,,,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026_913,2026,,,,,,,,,,University of Manchester,Masters Degree
914,2026-03-10 14:07:21,en,2074690003,2026-03-10 13:34:12,Finland,True,Computer science,3,False,15+,True,True,False,True,,,False,True,False,False,False,,,,,,False,False,False,True,True,False,False,,False,False,False,False,False,True,True,False,True,True,,University,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,,True,Research software engineer,Full Time,Prefer not to say,,,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,"We operate university-wide, so all of the above",40%,20%,40%,0% (None at all),,40%,60%,0% (None at all),0% (None at all),0% (None at all),Neither agree or disagree,Disagree,,Neither agree or disagree,Neither agree or disagree,,,,Neither agree or disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Strongly disagree,Neither likely or unlikely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Regularly change researcher(s),False,False,True,False,,False,False,,,"No, but mostly because I don't think I need it",1-4,1,False,False,,False,True,True,False,False,False,,False,True,False,False,False,,False,False,True,True,False,False,False,False,False,False,False,,,,0,,,False,,,,,,,,True,True,False,False,False,False,False,,,,,,I don't know,True,False,False,False,False,False,,,,,,,,,,,,macOS,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,False,,"Yes, I always have some time to dedicate to my own skills",,,,Monthly,True,False,False,False,False,False,,False,True,False,False,False,False,False,,It will not significantly change demand for RSEs roles,Increase,Same,Same,"taste, scepticism, the ability to look the other way",35 to 44 years,2026_914,2026,3.0,5.0,5.0,1.0,,,,,,,PhD
915,,en,970549912,2026-03-10 14:01:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026_915,2026,,,,,,,,,,,
916,,en,804582829,2026-03-10 14:04:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026_916,2026,,,,,,,,,,,
917,,en,2003519852,2026-03-10 14:07:38,Germany,True,Physical sciences,0 - Mostly me,False,15+,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Max Planck Society,,,,,,,,,,,,,,,,,Max Planck Institute for Extraterrestrial Physics,,,,,,Other,Saao in south africa,,,,,Researcher,False,,Full Time,Prefer not to say,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,20%,60%,0% (None at all),0% (None at all),20%,20%,80%,0% (None at all),0% (None at all),0% (None at all),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026_917,2026,,,,,,,,,,,Promotion/PhD
918,2026-03-10 16:20:47,en,1300982367,2026-03-10 16:04:22,Switzerland,True,EdTech,1,True,4,True,False,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Research Institute,,,,,,,,,,,,,,,,,,,,,,,,,University,,Developer of Training Infrastructure,False,,Full Time,Fixed-term,,2.0,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,,100% (All my time),0% (None at all),0% (None at all),0% (None at all),0% (None at all),40%,0% (None at all),20%,20%,20%,Agree,Strongly Agree,,,,,,,Agree,Agree,Neither agree or disagree,,,,Likely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,False,,,,1-4,,False,False,,False,False,False,False,True,False,Unit Test,False,True,False,False,False,,False,False,True,True,False,True,False,True,False,False,False,Mattermost,,,0,,,False,,,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,,,,,,,,,,,,macOS,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,,False,True,False,True,False,False,,,,,,Weekly,True,False,False,True,False,False,,False,False,False,False,False,False,False,"Euria, Mistral",It will not significantly change demand for RSEs roles,Same,Same,Same,Critical thinking and inhibition (to not continue the negative slope when the AI doesn't find what you want),25 to 34 years,2026_918,2026,5.0,3.0,5.0,3.0,,,,,,,
919,,en,1020807093,2026-03-10 21:45:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026_919,2026,,,,,,,,,,,
920,2026-03-10 22:16:16,en,1098446725,2026-03-10 22:08:36,United States,True,Computer science,4,True,6,I do not know what ORCID is,False,True,,,,True,True,True,True,True,,,Job board,"Conference, recognition, certification opportunities, mentorship ",100,,,,,,,,,,,,,,,,,,,,Other,"Currently unemployed, previously a University",,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,-,True,Developer,Prefer not to say,Other,Unemployed,,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,Disagree,,,,,,Agree,,Neither agree or disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,,0,2-3,,,,False,True,True,False,False,False,,False,True,False,False,False,,False,False,True,True,False,True,False,True,False,False,True,,,,,,,,,,,,,,,True,True,False,False,False,False,False,,,,,,,False,False,False,False,False,False,,,,,,,,,,,,macOS,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,,False,False,False,False,False,True,,,,,,,False,False,False,False,False,False,,False,False,False,False,False,False,False,,,,,,,25 to 34 years,2026_920,2026,,,,,3.0,3.0,3.0,3.0,1.0,,Undergraduate degree
921,,en,790172433,2026-03-11 05:01:23,Jordan,False,Engineering and technology,,False,,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026_921,2026,,,,,,,,,,,Undergraduate degree
922,,en,1826008311,2026-03-11 07:05:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026_922,2026,,,,,,,,,,,
923,2026-03-11 07:56:20,de-informal,604689054,2026-03-11 07:47:23,Switzerland,True,Physical sciences,4,True,15+,True,False,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Applied Sciences,,,,,,,,,,,,,,,,,,,,,,,,,Private Company,,Wissenschaftlicher Mitarbeiter,False,,Full Time,Fixed-term,,5.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,80%,0% (None at all),0% (None at all),20%,0% (None at all),60%,20%,0% (None at all),20%,0% (None at all),Strongly Agree,Neither agree or disagree,Agree,,,,,,Disagree,Disagree,Strongly Agree,,,,Unlikely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,True,True,Swiss SKA Days (SKACH-Days),,,1-4,2-3,False,True,,False,True,True,False,True,False,,False,True,False,False,False,,False,False,True,True,True,False,False,False,False,False,False,,,,0,,,True,False,True,False,False,False,False,,,,,,,,,,,,,,,False,False,True,True,False,False,,,,,,,,,,,,GNU/Linux,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,True,False,False,,,,,,Daily,True,True,False,False,False,False,,True,True,False,False,False,False,False,,It will reduce demand for RSE roles,Increase,Same,Increase,,55 to 64 years,2026_923,2026,5.0,5.0,5.0,1.0,1.0,1.0,,5.0,3.0,,
924,2026-03-11 08:03:55,en,1356361916,2026-03-11 07:48:28,Switzerland,True,Biological sciences,4,False,5,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,,,,,,,,,,,,,,,,,,This is my first job,,Scientific Assistant,True,Data Manager (or general dogsbody),Part-time,Prefer not to say,,5.0,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,,80%,,,,20%,80%,,,,20%,Disagree,Disagree,Strongly disagree,,,,,,,Strongly disagree,Strongly disagree,,,,Very likely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,False,False,,,,1-4,1,False,False,,False,False,True,False,False,False,,False,True,False,False,False,,False,True,True,False,True,True,True,True,True,False,True,,,,0,,,False,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,,,,,,,,,,,,macOS,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,True,True,,False,True,False,True,False,False,Peers,,RSE Vocabulary,People Management (i.e. make your boss and team understand the importance of your work),Organising courses (just spreading and exchanging the knowledge and finding likeminded people),Daily,True,True,True,True,True,True,,True,True,False,False,False,False,False,,,,,,general understaning of coding. prompting experience. common sense. concentration. real world experience. ,35 to 44 years,2026_924,2026,,,1.0,,4.0,1.0,2.0,1.0,1.0,Universität Zürich UZH,
925,2026-03-11 07:55:13,en,391155368,2026-03-11 07:48:36,Switzerland,True,Biological sciences,4,True,12,True,False,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Applied Sciences,,,,,,,,,,,,,,,,,,,,,,,,,University,,Assistant Professor,False,,Full Time,Permanent,,,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,Chemistry,20%,40%,20%,40%,,40%,40%,20%,20%,,Strongly Agree,Strongly Agree,Strongly Agree,,,,,,Strongly Agree,Strongly Agree,Strongly disagree,,,,Very unlikely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,True,True,Community workshops,,,1-4,1,False,False,,False,False,True,False,True,False,,False,True,False,False,False,,False,False,False,True,True,False,False,False,False,False,False,,,,11 or more,,,True,True,True,False,True,True,True,,,,,,,,,,,,,,,True,True,True,True,False,True,,,,,,,,,,,,GNU/Linux,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,True,True,False,,,,,,Daily,True,False,True,True,True,True,,False,True,False,False,True,True,False,,It will not significantly change demand for RSEs roles,Increase,Increase,Increase,"Be a proficient software developer, be tool-curious",25 to 34 years,2026_925,2026,5.0,4.0,5.0,5.0,1.0,5.0,1.0,5.0,4.0,,
926,2026-03-11 08:07:57,en,1986088157,2026-03-11 07:57:07,Switzerland,True,Engineering and technology,1,False,5,True,False,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,,,,,,,,,,,,,,,,,,University,,Scientific Assistant,False,,Full Time,Fixed-term,,1.0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,,40%,20%,0% (None at all),40%,0% (None at all),40%,40%,0% (None at all),20%,0% (None at all),Disagree,Agree,Disagree,,,,,,Strongly disagree,Agree,Agree,,,,Very likely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,False,,,,1-4,2-3,False,False,,False,False,True,False,True,False,,False,True,False,False,False,,False,False,False,False,True,False,False,False,False,False,False,,,,1-2,,,True,False,True,True,True,True,False,,,,,,,,,,,,,,,True,False,True,True,False,False,,,,,,,,,,,,GNU/Linux,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,True,False,True,True,False,,,CI and proper testing frameworks,Cloud Computing,GPU Computing,Weekly,True,True,False,False,True,True,,True,True,False,False,True,True,False,,It will reduce demand for RSE roles,Decrease,Increase,Decrease,"Clear communication, transparency, and advanced understanding of the generated code and its concepts",25 to 34 years,2026_926,2026,2.0,4.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,Eidgenössische Technische Hochschule Zürich ETH,
927,2026-03-11 08:05:38,en,304363700,2026-03-11 07:57:54,Switzerland,True,Computer science,2,True,15+,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,,,,,,,,,,,,,,,,,,Private Company,,Lead Research Software Engineer,False,,Full Time,Permanent,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,20%,20%,20%,0% (None at all),40%,40%,40%,,20%,,Strongly Agree,Strongly Agree,Neither agree or disagree,,,,,,Neither agree or disagree,Disagree,Disagree,,,,Unlikely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,False,False,,,,5-9,1,True,True,,False,False,True,False,True,False,,False,True,False,False,False,,False,False,True,True,True,False,False,False,False,False,False,Matrix,,,0,,,True,False,True,False,False,False,False,,,,,,,,,,,,,,,True,True,True,True,True,True,,,,,,,,,,,,macOS,,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,False,False,,False,True,False,True,False,False,,,Management,Promote my projects,Fundraising,Daily,True,False,True,True,False,True,,True,True,False,False,False,True,False,,It will not significantly change demand for RSEs roles,Increase,Increase,Increase,"Stop and think, Reflect",45 to 54 years,2026_927,2026,4.0,2.0,5.0,1.0,3.0,1.0,1.0,4.0,2.0,Ecole polytechnique fédérale de Lausanne EPFL,
928,2026-03-11 08:13:15,en,1247210933,2026-03-11 07:58:49,Switzerland,True,Physical sciences,2,False,15+,True,False,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,,,,,,,,,,,,,,,,,,University,,Lab Manager,False,,Full Time,Permanent,,,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,,20%,0% (None at all),60%,0% (None at all),20%,40%,20%,20%,0% (None at all),20%,Agree,Agree,Agree,,,,,,Agree,,Disagree,,,,Neither likely or unlikely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,False,False,,,,1-4,1,False,False,,False,True,True,False,False,False,,True,True,False,False,False,RCS,False,False,False,False,True,False,False,False,False,False,False,self hosted,,,1-2,,,False,,,,,,,,,,,,,,,,,,,,,False,False,True,True,False,False,,,,,,,,,,,,Other,FreeBSD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,"AWK, Shell, COBOL",False,True,False,True,False,False,,,Python ecosystem knowledge (package managers etc),proper SQL course,,Never,,,,,,,,,,,,,,,,It will not significantly change demand for RSEs roles,Same,Same,Decrease,indifference about social and ecological impacts,55 to 64 years,2026_928,2026,5.0,1.0,5.0,1.0,4.0,1.0,2.0,1.0,1.0,Eidgenössische Technische Hochschule Zürich ETH,
