,socio1_0,time2acan_0,time2bcan_0,soft2can_0,proj5_can_0,proj6_can_0,canarie1_can_0,canarie2_can_0,currentEmp5_0,currentEmp7_0,group1_can_0,group1a_can_0,group2_can_0,group3_can_0,paper2_0,paper3_0,paper4_0,open1_can_0,open2_can_0,skill1_0,tool1_0,tool3_can_0,tool4_can_0,tool5_can[multi]_0,tool5_can[multi]_1,tool5_can[multi]_2,tool5_can[multi]_3,tool5_can[multi]_4,tool5_can[multi]_5,tool5_can[multi]_6,data1_can_0,data2_can_0,open4_can_0,open5_can_0,org1_can_0,instit1_can_0,caf1_can_0,rse4de_0,rse3[SQ001]_0,prevEmp1_0,prevEmp2[1]_0,prevEmp2[2]_0,prevEmp2[3]_0,prevEmp2[4]_0,prevEmp2[5]_0,currentWork1_0,currentWork2_0,paper5_0,conf1can_0,open03can_0,open2de_0,open3de_0,open1de_0,train1_0,train2_0,fund1_0,likert2[progRSE1]_0,likert2[progRSE3]_0,likert2[progRSE4]_0,likert2[progRSE5]_0,likert2[progRSE2]_0,socio2_0,socio3_0,ukrse3_0,ukrse10de_0,ukrse11de_0,ukrse2[2]_0,ukrse12de_0,ukrse13de_0,proj4can[3]_1,ukrse2[2]_1,ukrse2[3]_1,edu3_0,time1can[1]_0,time1can[2]_0,currentEmp9_0,prevEmp2[6]_0,prevEmp2[7]_0,prevEmp2[8]_0,fund4[SQ017]_0,tool4can[SQ036]_0,tool4can[SQ037]_0,tool4can[SQ038]_0,tool4can[SQ039]_0,ukrse2[SQ001]_0,likert0[time6zaf]_0,likert0[time7zaf]_0,likert0[time8zaf]_0,likert0[time9zaf]_0,currentEmp2_0,currentEmp13[3]_1,proj2zaf_0,proj3zaf[1]_0,proj3zaf[2]_0,proj3zaf[3]_0,proj5zaf[1]_0,proj5zaf[2]_0,proj5zaf[3]_0,proj5zaf[4]_0,proj5zaf[5]_0,proj6zaf[1]_0,proj6zaf[2]_0,proj6zaf[3]_0,proj6zaf[4]_0,proj6zaf[5]_0,proj6zaf[6]_0,open02zaf[1]_0,open02zaf[2]_0,open02zaf[3]_0,open02zaf[4]_0,open02zaf[5]_0,open02zaf[6]_0,open02zaf[7]_0,open02zaf[8]_0,open02zaf[9]_0,open02zaf[10]_0,tool1zaf_0,fund2[17]_1,fund3[17]_1,fund4[17]_1,org1can_0,row_id,Year_0,currentEmp13[1]_0,fund2[SQ006]_0,fund3[SQ006]_0,fund4[SQ006]_0,currentEmp13[2]_0,currentEmp13[3]_0,currentEmp13[4]_0,currentEmp13[5]_0,currentEmp13[6]_0,currentEmp13[7]_0,currentEmp13[8]_0,tool4can[1]_0,fund2[6]_0,fund3[6]_0,fund4[6]_0,currentEmp13[9]_0,fund2[SQ005]_0,fund3[SQ005]_0,fund4[SQ005]_0,currentEmp13[10]_0,tool4can[2]_0,tool4can[3]_0,tool4can[4]_0,currentEmp13[11]_0,currentEmp13[12]_0,currentEmp13[13]_0,currentEmp13[14]_0,tool4can[5]_0,tool4can[6]_0,tool4can[7]_0,currentEmp13[15]_0,currentEmp13[16]_0,currentEmp13[17]_0,fund2[11]_0,fund3[11]_0,fund4[11]_0,currentEmp13[18]_0,currentEmp13[19]_0,fund2[8]_0,fund3[8]_0,fund4[8]_0,fund2[9]_0,fund3[9]_0,fund4[9]_0,fund2[3]_0,fund3[3]_0,fund4[3]_0,tool4can[8]_0,currentEmp13[20]_0,proj4can[2]_0,likert1[perfCheck4]_0,likert1[perfCheck1]_0,likert1[perfCheck7]_0,likert1[perfCheck6]_0,fund2[SQ002]_0,fund3[SQ002]_0,fund4[SQ002]_0,fund2[13]_0,fund3[13]_0,fund4[13]_0,currentEmp13[21]_0,currentEmp13[22]_0,currentEmp13[23]_0,currentEmp13[24]_0,tool4can[9]_0,currentEmp13[25]_0,tool4can[10]_0,fund2[1]_0,fund3[1]_0,fund4[1]_0,tool4can[11]_0,currentEmp13[26]_0,fund2[2]_0,fund3[2]_0,fund4[2]_0,currentEmp13[27]_0,tool4can[12]_0,fund2[SQ014]_0,fund3[SQ014]_0,fund4[SQ014]_0,fund2[4]_0,fund3[4]_0,fund4[4]_0,currentEmp13[28]_0,fund2[2]_1,fund3[2]_1,fund4[2]_1,currentEmp13[31]_0,currentEmp13[29]_0,currentEmp13[30]_0,currentEmp13[32]_0,likert2[percEmp4]_0,tool4can[13]_0,fund2[SQ009]_0,fund3[SQ009]_0,fund4[SQ009]_0,tool4can[14]_0,tool4can[15]_0,tool4can[16]_0,currentEmp13[33]_0,currentEmp13[34]_0,currentEmp13[35]_0,likert1[turnOver3]_0,likert3[turnOver4]_0,likert1[turnOver1]_0,likert1[turnOver2]_0,likert2[affRec2]_0,likert2[affRec1]_0,likert2[affRec4]_0,likert2[affRec5]_0,likert2[affRec3]_0,likert2[percEmp2]_0,likert2[affSat3]_0,likert2[affSat1]_0,likert2[affSat4]_0,fund2[16]_0,fund3[16]_0,fund4[16]_0,likert2[turnOver6]_0,currentEmp13[36]_0,likert3[satisgen2]_0,likert3[satisgen1]_0,fund2[10]_0,fund3[10]_0,fund4[10]_0,likert2[percEmp1]_0,tool4can[17]_0,tool4can[18]_0,org2_can[multi]_5,tool4can[19]_0,currentEmp13[37]_0,currentEmp13[38]_0,currentEmp13[39]_0,currentEmp13[40]_0,ukrse2[3]_0,tool4can[20]_0,currentEmp13[41]_0,currentEmp13[42]_0,currentEmp13[43]_0,tool4can[21]_0,currentEmp13[44]_0,currentEmp13[45]_0,fund2[7]_0,fund3[7]_0,fund4[7]_0,currentEmp13[46]_0,likert2[affSat2]_0,currentEmp13[47]_0,likert2[turnOver5]_0,likert2[percEmp3]_0,ukrse2[4]_0,org2_can[multi]_0,proj4can[1]_0,currentEmp13[48]_0,tool4can[22]_0,fund2[14]_0,fund3[14]_0,fund4[14]_0,currentEmp13[49]_0,tool4can[24]_0,tool4can[23]_0,currentEmp13[50]_0,currentEmp13[51]_0,currentEmp13[52]_0,currentEmp13[53]_0,currentEmp13[54]_0,currentEmp13[55]_0,tool4can[25]_0,tool4can[26]_0,fund2[4]_1,fund3[4]_1,fund4[4]_1,org2_can[multi]_4,org2_can[multi]_2,currentEmp13[56]_0,tool4can[27]_0,currentEmp13[57]_0,tool4can[28]_0,tool4can[31]_0,fund2[SQ010]_0,fund3[SQ010]_0,fund4[SQ010]_0,tool4can[29]_0,tool4can[30]_0,currentEmp13[58]_0,currentEmp13[59]_0,currentEmp13[60]_0,org2_can[multi]_1,currentEmp13[61]_0,fund2[5]_0,fund3[5]_0,fund4[5]_0,tool4can[32]_0,proj4can[3]_0,currentEmp13[62]_0,currentEmp13[63]_0,fund2[15]_0,fund3[15]_0,fund4[15]_0,org2_can[multi]_3,tool4can[33]_0,ukrse2[1]_0,proj4can[4]_0,tool4can[34]_0,tool4can[35]_0,fund2[12]_0,fund3[12]_0,fund4[12]_0,currentEmp13[64]_0,tool4can[36]_0,fund3[SQ001]_0,fund4[SQ001]_0,currentEmp13[65]_0,edu1_0,edu2_0,edu4_0,conf2can_0,currentEmp10_0,currentEmp11_0,currentEmp12_0,currentEmp1_0,likert0[time1can]_0,likert0[time2can]_0,likert0[time3can]_0,likert0[time4can]_0,likert0[time5can]_0,likert1[perfCheck2]_0,likert1[perfCheck3]_0,likert1[perfCheck5]_0,likert1[turnOver4]_0,open1can[A5]_0,open01can_0,open3can[SQ001]_0,ukrse1_1,paper1_0,proj2_can_0,proj1_can_0,soft1can_0,stability2_0,stability1_0,skill2_0,tool2_0,train3_0,rse1_0,ukrse1_0
885,United States,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,This is my first job,Desire to advance research,Desire to work in a research environment,Ability to work across disciplines,Flexible working hours,Freedom to choose own working practices,Same researcher(s),False,,True,True,,,,False,,True,Agree,Agree,Agree,Agree,Agree,,,"Reading papers and articles, online blogs, and videos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_885,2017,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,True,Very Often,Often,Very Often,Often,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,,,,False,False,False,False,False,,,,False,False,False,True,False,False,False,False,Agree,False,True,True,True,False,False,False,False,False,False,Sometimes,,Sometimes,Often,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,False,False,False,Neither agree or disagree,False,5,5,False,False,False,Agree,False,False,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Agree,False,Agree,Neither agree or disagree,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,,,,False,False,False,False,False,False,False,,False,False,True,False,False,False,False,False,False,False,,,False,PhD,Computer Science,,"HPDC, WORKS, DataCloud, JOSS",Permanent -- as long as funding is available,3.0,Full Time,National laboratory,8,5,2,1 (Never),2,Often,Often,Often,Sometimes,5,True,3,False,True,,2.0,3.0,False,2,"DevOps experience, Presentation skills, Communication skills",GNU/Linux,,True,
886,United States,,,True,,,,,,,,,,,True,False,True,,,,,,,,,,,,,,,,,,,,,,5 - Mostly other people,University,Long-term prospects for continued employment,Flexible working hours,Desire to work in a research environment,I want to learn new skills,The salary,Same researcher(s),True,,False,False,,,,True,4.0,True,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Disagree,,,"initially self taught, some college courses, as a consultant, and on the job",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_886,2017,False,False,False,False,False,False,False,False,False,False,False,False,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,True,Very Often,Often,Sometimes,Often,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,,,,False,False,False,False,False,,,,False,True,True,True,False,False,False,False,Neither agree or disagree,False,False,False,False,False,False,False,False,False,False,Sometimes,,Sometimes,Often,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,False,False,False,Disagree,False,7,7,False,False,False,Agree,False,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Agree,False,Agree,Agree,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,True,False,False,True,False,False,False,False,False,False,False,False,,False,,,,False,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,,,False,Masters Degree,Biological Sciences,,,Permanent -- as long as funding is available,9.0,Full Time,National laboratory,9,1 (Never),1 (Never),1 (Never),2,Often,Very Often,Often,Sometimes,3,True,,False,True,,1.0,29.0,False,3,"design skills, Javascript libraries like React/Redux, other languages",OS X,user training,True,
887,United States,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,University,,,,,,Same researcher(s),False,,True,False,,,,True,50.0,True,Strongly disagree,Neither agree or disagree,Neither agree or disagree,Strongly Agree,Strongly disagree,,,"online resources, programming books, help from friends and coworkers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_887,2017,False,False,False,False,False,False,False,False,False,False,False,False,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,True,Very Often,Often,Sometimes,Sometimes,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,,,,False,False,False,False,False,,,,False,True,False,False,False,False,False,False,Neither agree or disagree,False,False,True,True,False,False,False,False,False,False,Sometimes,,Sometimes,Sometimes,Strongly Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Agree,Agree,False,False,False,Neither agree or disagree,False,7,8,False,False,False,Disagree,True,False,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Strongly Agree,False,Agree,Neither agree or disagree,False,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,,,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,,,,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,,,False,PhD,Biological Sciences,,MidSouth Computational Biology MCBIOS,Permanent -- funded by institutional core funding,7.0,Full Time,University (offering both undergraduate and graduate programs),5,3,1 (Never),3,2,Sometimes,Very Often,Sometimes,Sometimes,9,True,,False,True,,4.0,8.0,False,1,"Project/time management, communication, asking for help",GNU/Linux,"weekly help sessions, Software Carpentry",True,
888,United States,,,True,,,,,,,,,,,True,False,True,,,,,,,,,,,,,,,,,,,,,,4,University,Desire to advance research,I want to learn new skills,Ability to work across disciplines,Desire to work in a research environment,Opportunity for career advancement,Regularly change researcher(s),True,,True,False,,,,True,3.0,True,Agree,Strongly Agree,Agree,Neither agree or disagree,Disagree,,,"through school, and work projects, and a lot of digging on my own",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_888,2017,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,True,,,Sometimes,Sometimes,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,,,,False,True,False,False,False,,,,False,True,False,False,False,True,True,False,Strongly Agree,False,True,False,False,False,False,False,False,False,False,Sometimes,,,Never,Agree,Strongly Agree,,Agree,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,False,False,False,Disagree,False,8,8,False,False,False,,False,True,,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,Strongly Agree,False,,Strongly Agree,True,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,,,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,,,,False,False,False,False,False,False,False,,False,False,False,False,True,False,False,False,False,True,,,False,Masters Degree,Mathematics,,"SC, AGU, AMS, Astronum, CUG",Permanent -- as long as funding is available,6.0,Full Time,National laboratory,9,3,1 (Never),1 (Never),2,Very Often,,Sometimes,,9,True,,False,True,,5.0,13.0,False,5+,"Linux kernel development, Machine learning",GNU/Linux,"SC Tutorial, SIAM tutorial",True,
889,United States,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_889,2017,False,,,,False,False,False,False,False,False,False,,,,,False,,,,False,,,,False,False,False,False,,,,False,False,True,,,,False,False,,,,,,,,,,,False,,,,,,,,,,,,False,False,False,False,,False,,,,,,False,,,,False,,,,,,,,False,,,,False,False,False,False,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,False,False,False,False,,,False,False,False,,False,False,,,,False,,False,,,,,,False,,,,,False,,,False,False,False,False,False,False,,,,,,,,False,,False,,,,,,,,False,False,False,,False,,,,,,False,False,,,,,,,,,,,,,False,,,,False,Masters Degree,Computer Science,,,Permanent -- funded by institutional core funding,5.0,Full Time,National laboratory,8,1 (Never),3,2,4,,,,,,,,,,,,8.0,,,"nan, nan, nan",,,True,
890,United States,,,False,,,,,,,,,,,True,False,True,,,,,,,,,,,,,,,,,,,,,,2,University,Freedom to choose own working practices,Ability to work across disciplines,Flexible working hours,Desire to advance research,Desire to work in a research environment,Regularly change researcher(s),False,,False,False,,,,True,6.0,True,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Strongly disagree,,,"Software/Data Carpentry, self-taught",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_890,2017,False,False,False,False,False,False,False,False,False,False,False,False,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,True,Sometimes,Sometimes,Sometimes,Sometimes,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,,,,False,False,False,False,False,,,,False,True,True,False,False,False,False,False,Strongly disagree,False,True,False,False,False,False,False,False,False,False,Sometimes,,Very Often,Often,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Neither agree or disagree,Disagree,True,False,True,Strongly Agree,False,4,2,False,False,False,Strongly disagree,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Neither agree or disagree,False,Strongly disagree,Agree,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,,,False,False,False,False,False,False,False,,False,False,True,False,False,False,False,False,False,False,,,False,PhD,Biological Sciences,,,Permanent -- funded by institutional core funding,3.5,Full Time,University (offering both undergraduate and graduate programs),3,5,4,5,1 (Never),Sometimes,Sometimes,Sometimes,Always,10 (Always),True,,False,True,,0.0,5.0,False,2,"compilable programming language, leadership skills",OS X,"Software Carpentry, Data Carpentry, semester-long classes",True,
891,United States,,,False,,,,,,,,,,,True,False,True,,,,,,,,,,,,,,,,,,,,,,4,Private company,Desire to work in a research environment,I want to learn new skills,Opportunity for career advancement,Ability to work across disciplines,,Regularly change researcher(s),False,,False,True,,,,True,4.0,True,Disagree,Disagree,Agree,Agree,Strongly disagree,,,"Mostly as-needed on-the-job, very little ""professional"" training, some basic skills learned in grad school",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_891,2017,False,False,False,False,False,False,False,False,False,False,False,False,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,True,Very Often,Sometimes,Sometimes,Never,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,,,,False,False,False,False,False,,,,False,False,False,False,False,True,False,False,Neither agree or disagree,False,True,False,False,False,False,False,False,False,False,Sometimes,,Very Often,Often,Neither agree or disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,False,False,False,Agree,False,5,5,False,False,False,Agree,False,False,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Agree,False,Neither agree or disagree,Neither agree or disagree,True,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,,,,False,False,False,False,False,False,False,,False,False,True,False,False,False,False,False,False,False,,,False,Masters Degree,Other,,,Other,2.5,Full Time,University (offering both undergraduate and graduate programs),8,4,2,2,2,Never,Often,Never,Often,8,True,8,False,True,,4.0,4.0,False,1,"(1) Website coding, (2) Working with satellite data, (3) general professional development (e.g., networking, management classes, etc.)",Windows,"Software Carpentry, Data Carpentry, university working groups",True,
892,United States,,,True,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,4,This is my first job,Freedom to choose own working practices,Flexible working hours,Opportunity to develop software,The salary,Desire to advance research,Same researcher(s),,,True,True,,,,False,,True,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_892,2017,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,True,Always,Often,Very Often,Often,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,False,False,,,,False,False,False,False,False,,,,False,False,False,False,False,False,False,False,Agree,False,True,True,True,False,False,False,False,False,False,Often,,Sometimes,Sometimes,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neither agree or disagree,Agree,False,False,False,Agree,False,3,8,False,False,False,Neither agree or disagree,False,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Agree,False,Agree,Strongly Agree,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,,,,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,,,False,Masters Degree,Electrical & Electronic Engineering,,"ACM Special Interest Group on Management of Data (SIGMOD'16), Scientific Computing with Python (SciPy'17), International Association for Social Science Information Services and Technology (IASSIST'17), Preservation Quality Tool (PresQt), European Geosciences Union Meeting (EGU'17), Preservation and Archiving Special Interest Group (PASIG'16), Data and Software Preservation for Open Science (DASPOS), Future of Research Communication and e-Scholarship (FORCE'16)",Permanent -- as long as funding is available,5.0,Full Time,University (offering both undergraduate and graduate programs),8,2,1 (Never),1 (Never),4,Often,,Never,Often,10 (Always),True,9,False,True,,5.0,5.0,False,1,"teaching, public speaking, time management",GNU/Linux,,True,
893,United States,,,False,,,,,,,,,,,True,False,True,,,,,,,,,,,,,,,,,,,,,,4,University,Flexible working hours,Freedom to choose own working practices,Opportunity to develop software,I want to learn new skills,,Regularly change researcher(s),False,,True,True,,,,True,1.0,True,Disagree,Agree,Neither agree or disagree,Agree,,,,"mostly self taught, some graduate statistics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_893,2017,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,True,Always,Sometimes,Sometimes,Sometimes,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,,,,False,False,False,False,False,,,,False,True,True,True,False,False,False,False,Neither agree or disagree,False,True,False,False,False,False,False,False,False,False,Never,,Never,Sometimes,Disagree,Agree,Agree,Agree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,False,True,True,Disagree,False,7,8,False,False,False,Agree,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Neither agree or disagree,False,Neither agree or disagree,Agree,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,,,False,False,False,False,False,False,False,,False,False,True,False,False,False,False,False,False,False,,,False,PhD,Politics,,society for political methodology (polmeth),Fixed term,2.0,Full Time,University (offering both undergraduate and graduate programs),6,3,1 (Never),1 (Never),,Sometimes,Always,Sometimes,Always,10 (Always),True,5,False,True,,4.0,7.0,False,1,"better general purpose programming skills particularly in python, more knowledge of core cs theory, more knowledge of experimental design in an online context",OS X,"local university, hopefully software carpetry",True,
894,United States,,,True,,,,,,,,,,,True,False,True,,,,,,,,,,,,,,,,,,,,,,5 - Mostly other people,Private company,Opportunity to develop software,Desire to advance research,Desire to work in a research environment,,,Same researcher(s),True,,True,True,,,,True,4.0,True,Neither agree or disagree,Strongly Agree,Neither agree or disagree,Disagree,Neither agree or disagree,,,Work experience and education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_894,2017,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,True,Sometimes,Often,Sometimes,Sometimes,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,False,False,,,,False,True,False,False,False,,,,False,False,False,False,False,False,False,False,Strongly Agree,True,True,True,True,False,False,False,False,False,False,Sometimes,,Sometimes,Often,Neither agree or disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,False,False,False,Strongly disagree,False,9,7,False,True,True,Strongly Agree,False,True,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Strongly Agree,False,Strongly Agree,Strongly Agree,False,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,,,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,,,,False,False,False,False,False,False,False,,False,False,True,False,False,False,False,False,False,False,,,False,Masters Degree,Business & Management Studies,,"JupyterCon, PyCon",Permanent -- as long as funding is available,2.0,Full Time,University (offering both undergraduate and graduate programs),8,4,4,2,4,Sometimes,Very Often,Sometimes,Sometimes,10 (Always),True,8,False,True,,1.0,30.0,False,2,HPC training; Intensive JavaScript training; Cybersecurity training,OS X,"Software Carpentry, Data Carpentry, user groups",True,
895,United States,,,False,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,3,Other government agency,I want to learn new skills,Freedom to choose own working practices,Flexible working hours,Desire to work in a research environment,Ability to work across disciplines,Same researcher(s),False,,True,False,,,,True,30.0,True,Disagree,Agree,Neither agree or disagree,Strongly Agree,Disagree,,,"during dissertation, 9 months of vocational training, but mostly on the job",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017_895,2017,False,False,False,False,False,False,False,False,True,False,False,False,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,Always,Very Often,Often,Often,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,,,,False,False,False,False,False,,,,False,True,True,True,False,False,False,False,Agree,False,False,False,False,False,False,False,False,False,False,Never,,Never,Sometimes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Strongly Agree,False,False,False,Strongly disagree,False,9,9,False,False,False,Agree,False,True,,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Strongly Agree,False,Strongly Agree,Agree,False,,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,,,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,,,,False,False,False,False,False,False,False,,False,False,False,False,True,False,False,False,False,True,,,False,PhD,Anthropology,,"American Association of Geographers (AAG), American Anthropological Association (AAA), Society for American Archaeology (SAA), Society for Applied Anthropology (SfAA), Digital Library Forum (DLF),  Foss4G, EDUCAUSE, etc. -- too many to name...",Permanent -- funded by institutional core funding,18.0,Full Time,University (offering both undergraduate and graduate programs),5,4,5,6,2,Very Often,Very Often,Very Often,Never,,False,,False,True,,3.0,20.0,False,1,"basic understanding of machine learning, brush up statistics, improve teaching ",OS X,"Software Carpentry, Data Carpentry,  local university training, one-on-one, quarter long university course",True,
